ID,Barack Obama,Michael Jackson,Eminem,Justin Bieber,Lady Gaga,Adolf Hitler,Lil Wayne,Rihanna,Miley Cyrus,Kim Kardashian,Selena Gomez,Steve Jobs,Nicki Minaj,Abraham Lincoln,Mark Zuckerberg,Taylor Swift,Tupac Shakur,Mila Kunis,Katy Perry,Johnny Depp,William Shakespeare,Cristiano Ronaldo,Angelina Jolie,Albert Einstein,Megan Fox,John F. Kennedy,Jay-Z,Kanye West,Nelson Mandela,Michael Jordan,Beyoncé,Britney Spears,Will Smith,Lionel Messi,Arnold Schwarzenegger,Leonardo Da Vinci,Kristen Stewart,Demi Lovato,Bill Gates,Bruce Lee,George Bush,John Cena,Leonardo DiCaprio,John Lennon,Stephen Hawking,Elvis Presley,Heath Ledger,Osama bin Laden,Charlie Sheen,Jennifer Aniston,Bob Marley,Brad Pitt,Jesus Christ,Tom Cruise,Scarlett Johansson,Sarah Palin,Robert Pattinson,Mariah Carey,Amy Winehouse,Muhammad Ali,Jennifer Lopez,Natalie Portman,Mark Wahlberg,Ronald Reagan,Justin Timberlake,Charles Manson,Sasha Grey,Emma Watson,Freddie Mercury,Bruno Mars,George Washington,Zooey Deschanel,Che Guevara,Whitney Houston,Kobe Bryant,Franklin D. Roosevelt,Snoop Dogg,Shakira,Neil Patrick Harris,LeBron James,Ryan Reynolds,Isaac Newton,Shahrukh Khan,Sylvester Stallone,Christian Bale,Lindsay Lohan,Triple H,Bill Clinton,Margaret Thatcher,Macaulay Culkin,Channing Tatum,Kaley Cuoco,Taylor Lautner,Adam Sandler,Emma Stone,Kurt Cobain,Jackie Chan,Ashton Kutcher,Salman Khan,Vanessa Hudgens,Joseph Stalin,Nikola Tesla,Kesha,Sandra Bullock,Dr. Dre,Christina Aguilera,Avril Lavigne,Elizabeth Taylor,Brittany Murphy,Jim Carrey,Sunny Leone,Manny Pacquiáo,David Beckham,Thomas Jefferson,Mitt Romney,Winston Churchill,Roger Federer,Ernest Hemingway,Julius Caesar,Muhammad,Richard Nixon,Warren Buffett,Benjamin Franklin,Theodore Roosevelt,Jenna Jameson,Mike Tyson,Charles Darwin,Al Capone,Edgar Allan Poe,Malcolm X,Walt Disney,John McCain,Sigmund Freud,Michael Phelps,Galileo Galilei,Sachin Tendulkar,Aristotle,Oprah Winfrey,Tiger Woods,Neil Armstrong,Rafael Nadal,Spartacus,Shaquille O'Neal,Karl Marx,Paris Hilton,Hugh Hefner,Marie Antoinette,Ted Bundy,Ronaldo,Usain Bolt,Fedor Emelianenko,Fidel Castro,Charles Dickens,Ronaldinho,Anne Boleyn,Jimmy Carter,Hulk Hogan,Genghis Khan,Mother Teresa,Plato,Jeffrey Dahmer,CM Punk,Fernando Torres,Napoleon Bonaparte,Friedrich Nietzsche,Randy Orton,Dwight D. Eisenhower,Queen Victoria,Donald Trump,Stephen King,Simon Cowell,Rosa Parks,Mao Zedong,Kim Jong-il,Amelia Earhart,Steve Wozniak,Oscar Wilde,Anne Frank,Mahatma Gandhi,Gautama Buddha,Guy Fawkes,John Adams,Michelle Obama,Martin Luther,Benito Mussolini,Saddam Hussein,Joe Biden,Helen Keller,J. Edgar Hoover,Wayne Rooney,Vladimir Putin,Shawn Michaels,Pope Benedict XVI,Socrates,Magic Johnson,Jeff Hardy,Mark Twain,Jacqueline Kennedy Onassis,Lyndon B. Johnson,Jane Austen,Kaká,Ayn Rand,Rosie Huntington-Whiteley,Bear Grylls,Howard Hughes,Heidi Klum,Joseph Kony,Ron Paul,Miranda Kerr,Lance Armstrong,Zlatan Ibrahimovi?,Harry S. Truman,Adriana Lima,Marie Curie,Dr. Seuss,Chris Jericho,Jesse James,Jeremy Clarkson,Woodrow Wilson,Ed Gein,Gisele Bündchen,Pablo Escobar,Hillary Rodham Clinton,Vladimir Lenin,Babe Ruth,Serena Williams,Pocahontas,Neymar da Silva,Rupert Murdoch,Nicolaus Copernicus,SIR Richard Branson,Thierry Henry,Robert F. Kennedy,Harry Houdini,Novak Djokovic,Ulysses S. Grant,Julian Assange,Maria Sharapova,Ted Kennedy,Nostradamus,Julia Child,Lee Harvey Oswald,Tyra Banks,Vince McMahon,Zinedine Zidane,Henry Ford,Wladimir Klitschko,Jackie Robinson,Bam Margera,Josef Mengele,Charlemagne,Noam Chomsky,Grigori Rasputin,Pelé,Christopher Hitchens,Kurt Angle,Alan Turing,Ryan Giggs,Aleister Crowley,Allen Iverson,Lamar Odom,Conan O'Brien,Carlos Slim Helú,Zodiac Killer,Augustus,Dwyane Wade,Nero,Simon Pegg,Dennis Rodman,Moses,Voltaire,Roger Ebert,Roald Dahl,Monica Lewinsky,Tutankhamun,Robin van Persie,George Orwell,Stephen Colbert,Carl Sagan,Didier Drogba,Dalip Singh,Immanuel Kant,Confucius,Tera Patrick,Jim Jones,Caligula,Alex Ferguson,Frederick Douglass,David Cameron,Linda Lovelace,Andrew Murray,Yao Ming,Diego Maradona,Herbert Hoover,Niccolò Machiavelli,Kim Jong-un,Kevin Durant,Wilt Chamberlain,Kate Moss,race,gender,political orientation
3,,25,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,50,40,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,50,,82,,,,,,,10,,,,,,,,,,,,50,,,,,,,,,10,,,,,,,,,60,,91,,87,,50,,,,90,,,19,,,,,76,,30,,74,,,80,86,,,66,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,50,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,50,,,,,,,,,76,,,,,,,,,,,,50,,,,25,,,,,,,,,,,,50,,,,,,,,,,,,70,,,25,,,,,35,,,,79,,,,66,,,,,,,50,,,50,,,,,,,50,Black or African American,Male,Other
26,,,,8,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,63,,51,81,55,,,,,,,,,43,,,,,,,,,,48,,,,,,,,71,,55,,,,,67,46,,,,,,,,,,38,,8,,,,57,,,,,,,,,53,,43,,,,,,,,,,47,,,,,,,,,,,,,56,,,,,,,,,71,,,41,,34,,,,,,,,57,,,,,81,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,75,,,,,,,,60,8,,,,,,,,,,,,,,,,,,65,,74,59,,,,51,,77,,,,,31,,,,,,,,70,,,,,86,,,,,,,,71,,,,,0,,,,34,,,,,,56,,,,,,,,,,,,18,,,,,,,,,,,,84,,Other,Female,Other
10,,,,,,,,,,,,,10,,,25,,,,,,,,90,6,,,65,,,,,,,,,,,,,83,,,,,,,79,,,,,,,,,,,,,,,,,20,,,23,,10,,,,,,,,19,,,,,,,,,,,53,,,,24,,,,,,,,,,,,,,,,,35,,,,,,,,73,,,,,,,,,,93,,,,78,,,,,66,,,,,,,,,60,,,,,,,70,,,,38,,,,,,,,,,,40,,65,,,,,,,,,,,,,,85,,,37,6,,,,,,,,,,,,,,,15,,,,,,,41,,,,,,,,,,,,,35,,,,65,,,,,,,70,,,,,45,,,24,,,,84,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,52,,22,26,,,,,,,,,Other,Male,Other
124,,,,,,,,,,,0,,,,,,,0,,,100,,,,,100,50,,,,10,,,,,,,,,,,,,,,,,,,,75,,,,,0,,0,,,,20,,,35,0,,,,,,,,,,,,,,95,,,,,5,,,,,,,,,,0,20,55,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,50,,,,,,,,100,,,,,,,,25,,,75,,,,,,,100,,,,,,10,,,,,0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,50,,,,,,,,100,,,,,,,100,,,,,,,,50,,0,,85,,100,,,,,,,,,,,,,,,,,,,,,10,,10,,,,,,,,,,65,,,,,,25,,,,,85,,,,,,,,,,,,,,,10,,,,,,,,Other,Male,Other
15,,,59,,,,7,,,,,,,,31,,82,29,,,,,,,,,,,,,,29,,,,,,,,75,36,,,,,61,61,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,15,,,,,,12,,,,,,,31,,,,84,11,,65,28,,,,,,,40,,67,,,,,,,,81,,,,69,,25,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,77,,,,,,,,,,,,,,,6,,,,,100,,,,,78,,,,,,,,,,74,,,,,70,,,,,,,,,,,33,,,,,,,,,,,,,,72,39,79,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,22,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Female,Other
16,,,,,,,,,,,,,,,,,3,,,,,,24,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,24,,,58,,,,,,,,,,,,,,,,,,,,,39,,9,,,,,,,,,,,,,,,,,41,,,71,,44,,,,,,86,,,,,,,,,28,,,,,,,,,,60,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,56,81,,,,,,45,,66,70,,,,,,76,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,23,32,,,,,,,,44,22,,,30,52,,,,,,,,,,,,,,40,,,,40,,,,,35,,,,,51,,23,,,,,31,,,,,,,,,54,,,,,,,,34,,,,,,,31,,White,Female,Other
17,,,,,,,,,14,,,,,,,,,,,,,,,,19,,,,,,,,100,,,,,,,,,,,72,100,,,,18,,40,,21,,,,,0,,70,,55,,,,,,,,,,,,,,,,,71,,92,,,,,,,2,,,,,,62,,,65,30,,,,,,,,,,42,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,89,,,,,,,,,,100,,63,,,,,,,,,,,52,,,,,,,,,,,,,,,,,51,,,,,,,57,,,96,,,,,,,,,,,,91,,,,61,,,65,,,,,,,,,68,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,71,,,,61,,White,Female,Other
28,,,,,,,,,20,,15,,,,,,,,,,70,,,,,,65,15,,,,15,,,,,,,,,,,,,,,,,,60,30,,,,,,,35,,,,,,,,,,,,,100,20,,20,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,15,,0,,,,,90,20,,20,40,,,,,,,,,,,,,,,,,,,,,,80,,,75,,,15,,,,,,,,,,100,10,,,,0,,35,10,,,,,,80,,,,,,85,,,,90,,,,,10,,75,,70,,,,,,,,,,,,,30,,65,,,,,,,,,,,80,,,,95,,,,,,60,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,,,,,,,70,,,,,85,70,,,,,,,,,,,,,40,,,,0,,,,White,Female,Other
36,,,,,,,,,,,39,,,94,,4,,71,,45,61,,,,,,,0,,,,20,,,,,,6,20,72,,,41,,,,,,,,,,,,,,,,,,43,,59,,,,,,,,,,,,,,62,,51,,33,,,,,8,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,42,,,12,,29,,,,,,,,,,,,,,,,,,,72,,,83,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,62,,,,,,,,,8,,0,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,89,,,,,,,,,,,,,,,,,,,,,0,,,,White,Female,Other
44,,30,,,57,,,,,,,,,,,45,18,55,,,,,,,,,,,,41,34,3,,,39,38,,,,,,,,,,,12,19,,,,,,,,,,,,,,,,,,,,64,,,,6,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,44,,8,,,59,,,,36,,95,,,,,,,,98,,,,,,13,,,,,,,42,,,79,,,,96,,,,,69,,12,,,,,,,,,,,50,,,,,,,,,,,65,67,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,41,,,,,20,,,,25,,,,,,,,42,,,,,,,,94,,,,,,,,,,,,,,43,40,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,29,,White,Female,Other
86,91,,,0,,,,,,,,,,,,12,23,,,,,,,,,,,,,,51,,,,,,,,,,,,17,,,,,0,,,,,,0,,9,,,,,,31,,,24,,,98,,,,,,19,,,,,79,,,,,,,0,,,,,,,,,,,62,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,100,,,,93,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,67,,,,,,,,,,,,,,100,,,,51,,,0,,,,,,22,,,91,,,,51,,36,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Female,Other
88,,,,,,,,,,,,100,,,100,71,,,,,100,,,,,,,,,,,,,,,,53,,,70,,,88,100,,,,,,,,,,,,53,,,,,,,80,62,,,,61,,,,60,,,56,,,58,99,72,,,,,,45,,,,,,,,,,,100,69,,,80,,,,,,,,,,,,100,58,,,,76,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,0,,,,12,,78,,,51,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,53,,,,53,,,,53,,,,,70,,,,,,,,,,,,,0,60,,,,,,,,,,0,,,,,,,,,,,71,,78,,,,,,53,,,,,,,,,,,61,,,47,,,White,Female,Other
89,,,,,,,,,,,,,,,,31,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,34,,56,,,,,,,,,,,,31,,,,,,,,41,,,,,,,,,,,,,,20,,,54,,,,47,,,,,54,,,,,,,0,22,,,,,,,,,,,,,,,,,,50,49,49,,,40,,,,,,,,,,,,,,,,40,,50,,,,,,,,51,,,,,,,,,47,,,,,,33,,66,,61,66,51,51,,,48,,,,67,,,2,40,51,,,,,,57,,,,,,,,,,58,,,,,,,,,,,,57,,,,,,62,,40,,,,,,,,,,,54,,,,64,,,,,,,,,,21,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,42,49,,,,,,,,,,,,,,White,Female,Other
90,,,,,,,,,,,,,,92,,,44,,,,60,,,,,,,,91,,,,51,,68,,33,29,62,60,,,,,69,,,,,,,,0,20,,,17,,,,,,,,,,0,,51,,,,,,,,,,28,,,,,33,,,,,,,,,38,,,,,,,51,,,,,,,,,,,,,,,,,,51,,,,70,,,,,81,,39,,,,,,,,51,,,58,,,,,18,,,,51,,,,,,,,,,,,,,,64,,44,70,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,51,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,51,,,,,,51,,White,Female,Other
94,100,29,,,,,,84,,,,67,,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,67,,,,,,100,,,,,,,,,,,,,,72,81,,69,,,,,70,96,,,,,,,79,,,,,,,,,,,65,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,100,,100,46,,100,89,,,,,100,,95,,,,,,,,,,98,,,,10,,,,,,,,,,,,91,,,,,,,76,98,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,83,,68,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,White,Female,Other
100,,,,,,,,64,,,,,,,,,,,76,,,,,62,,88,,,93,,,,,,,40,,,85,,,,,,,45,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,51,88,,,,,,,,,,,,,,,,,,,,,,,,43,,,,71,,,,,,,,,,,53,,,,,,,,,,66,14,61,,,65,,,,29,,,,,,,,,,,,,,,,,,81,60,,,,,,,72,,51,,,,,92,,24,,,60,,,,,,,,,,,,,,,,,85,,,,,71,,,,,,,,,,,,,,94,,,,,,,65,60,,,,19,,,,,,,,,84,,,,,,,87,,,,44,81,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,29,White,Female,Other
104,,,,,60,,,,,,,,,,52,,,,,51,69,50,,45,,,,,,,,,,,,,,,,,,20,,,,,39,,,,,,,,,,,14,,,,63,,,75,,,,,,,,,,,76,,,,30,,,,54,49,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,100,,,,,,64,95,,44,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,83,,,,,,,100,,,85,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,68,,,53,,,,79,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,40,,,,,,,56,,,,,,70,,,,,61,96,,,,,,,,,,,,White,Female,Other
118,,,,,,,,,0,,0,,0,,,,,0,,,,,,,,,,0,100,,,,,,,,,,,0,,,,36,,,,,,,,,,,,,,21,,,0,,99,,,,,,,,,,,,,,,14,,,,,,100,,,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,0,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,100,,,,,39,,,,22,,,,,,,,,,,,,,,,,,79,0,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,72,,,,0,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,White,Female,Other
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,100,,,,,,,,,,,,,100,,,,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,100,0,,,White,Female,Other
142,100,,30,60,30,,,60,,,,,,,,,60,,,,,,,70,10,,70,,,,,,,,,,,,,,,20,,,,10,,,,,60,,,10,,,30,,,,,,,,,60,,,,,,,,,,70,,,,,20,,,,,,,,,,,10,,,60,80,,,,,,,,60,,,,,,10,,,,,,,,,70,,60,,,70,30,,,,,,,,,,,,,,,,,,,80,30,,100,,10,60,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,70,,,,60,,,,,,70,,,,,,,,30,,,20,60,,20,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,0,,,,,,10,,,,,,,,,,,,10,,,,10,,10,,,,,,,White,Female,Other
162,,,,,,,,0,,10,,,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,14,,,,,,,,,,,,,0,,,,,,,,8,,,,,,,,,0,,,,24,21,,,,,,,,2,,,,,,,,52,,35,,,,,,,26,,,,,,,,,,5,,,,,,8,,75,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,36,,,,,,,,,,,,,,0,,,,,,,0,,26,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,83,0,,,,,,,,,,14,,,,,,,,,,,,,,,,0,,54,,,,,,,,68,,,,,,,25,,,,,,,,,,,,,,,,,,,22,42,,,White,Female,Other
166,,,,,40,,,,0,19,,,,,,,,,,,,,,,,,,,,,,,,21,,,64,5,,,,,97,41,,,,,,68,,,,,,,10,,,,,34,,100,,,,,,,86,,,,,,,12,,,,,,31,,,,,,15,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,77,,25,59,90,,,,80,,99,,,,,,,59,,,,,,67,,29,,,,,,,,,,,,,,,,,,,,,,0,,,74,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,0,54,,,83,,,,,,,,,,,,,,,,,,0,,,,,22,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Female,Other
176,93,,,0,8,,,,1,,,,,,,,,,60,,,,,,39,,,,,,,,,,,,,59,100,,,,,,,11,,,,,,92,,10,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,32,,,,41,,,,,,,,,,,9,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,100,,,,,,,,81,,,,,,,,,,1,0,,,,,,62,,63,,,,,,,,,,,,,,0,,,,,,,,,,,80,,,,,,,,,,,,,,,,,30,,31,,,,,,,,,,19,,,,,,,,,,,,,,86,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Female,Other
185,,,,,4,,,34,11,,,65,45,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,31,,,,40,,,55,,56,,,,,,,,,,,,,,,83,,,,61,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,32,,,,,,48,,,,,,,,,,,21,,,,,,,,,,,,79,,,,,,,,,,,,,,52,,78,,,,,,,,80,93,,,88,,,,,,,73,,,,85,,,,,,,,,,,,,77,,91,,,,,73,,,,,,,,26,,,,,,,,,10,,,,,,35,,,,,,,,59,,45,,,62,66,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,96,,71,,,,,,,,,,,,White,Female,Other
192,,0,,0,70,,,,,,,,,51,,0,,,,,,,,,,,,0,,,,,,,,50,0,,,,,,,,,,,0,,,,,70,0,,30,,,,,,,,,,,0,,,,,,,,,81,,0,,,,,,,,,,,,,,,0,,,,0,,,,,,0,,,0,,,50,,,,,,,,,,0,0,25,,,,,,,,,,,,,,,,50,,0,,,,,,,,,,,,10,0,,,,,,,,70,0,,,,,,,20,,,,,,,,,,,,95,,,,75,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,61,,,5,,0,,60,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,20,,,,,,,,,,,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,51,,,,60,,White,Female,Other
199,69,,,,,71,,,,,,,,,,,,76,75,,,51,71,,,,,,,,,,,,,,,,64,78,,51,,,66,,,41,,,,74,,,,,,,,,,,,87,,,,71,,,,68,,,,,,,,,,51,,,,,,,,,,,,,,16,,,,,51,,,,,,61,,,,,,,,,,,,,,68,,,,,51,,,,,,,,,51,,,,73,,,,,,7,,42,51,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,60,,,,,56,,,,,67,,70,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,51,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Female,Other
203,70,,34,,,,,,,12,,,,81,,,,,,25,,,,,,,,,,,,46,30,,,,,,,,,,,,,,,,,,,,94,,14,,,,,,,,,,,,,,4,,,,50,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,15,,,,,,,5,,41,,,,,,,,,,,,,75,,,76,,,,59,,,,,,,,10,29,,,,,,,,,,,,,,86,,54,,,,,,,85,,,20,,,,,,10,,,,,56,,,57,,,58,,,,,,,66,,,,,,12,,,,,,,,,,,,,,,,,30,,80,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,10,,82,,66,,8,,,,,,,,,75,,,,,,5,,72,,,,,,,68,90,,,,,,,,,,,,,,,65,,,,,,White,Female,Other
8,94,,,,,,,,,,66,,24,,,,,68,,,,,,,66,,,,,,,,,70,86,,62,,83,65,85,,,,,,,,,,58,,,,,,,,,,,,,84,,,,,,,85,,,,,94,,,,,,,,,,,,,82,54,,,,,,,,,,,,,,,,77,,69,,,,,70,,,,69,,,,,,,91,,,,,,,,73,,,78,,,76,66,,,,,,,,,,,,,,,,,,,,,,,,,88,,,93,,,67,94,84,,,,,,,95,90,90,,,,,,,,,,,,,,,,,,,82,,,,75,,,,,,,,,,,,,,,,,,,75,,80,,,,,,,,90,,,84,63,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,74,,,,,,74,,,,,,,,,,,,,,,,,,,,74,70,,White,Male,Other
9,77,,,,,,,,,3,,,,100,0,,,,,,,,,,,,6,,,,,0,,,,,,3,,,,17,,,,,,,,,,7,,,30,,,,,,,,,100,,,,5,,,,,,,,60,,,,,,,,,,,,58,7,,1,,,,,,,,,,100,,,,,,,,,,,,,,,,,6,,,,99,,,,,97,,,,,92,,,,,,,11,,,,,,,,,,,45,,,69,,,,,,,,,,,,,,0,,78,8,,,,,,,,,,,,,2,,,72,,0,,,,,100,,,,,,,,,,,,15,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,13,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,28,,,10,63,,,,,,,,,,,,White,Male,Other
30,,,,,,,44,,,,,,,,,,,,,,68,,,,0,,0,0,84,,,,,15,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,10,,,,,,,,,,0,5,,12,,,,,,,,,,,,25,,,,0,,,,0,,,,,,24,,,,91,,,,,0,,,,,,,,,,,,,,,,,,0,54,,,,,,59,,,,,,65,,,,,,,,,,72,,,,50,,,79,,,,71,,,,,51,,64,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,0,,,,,,,,,,27,,,,,,,45,,,39,,,,,,,,,,,79,0,,,,,,,,,50,,7,,,,,,,,,10,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,White,Male,Other
32,,,,,70,100,,70,,,,,,,,,,,70,,,80,,,,,,70,,80,,,,,,,,,,,,,,,,,,,60,,,,,70,70,,,,,,70,70,,,,,,,77,,,,,,,,,,70,,,0,,,,,,95,,,,,,,,,,70,,,,,,70,,,,,,,,,,85,,,,,,,,90,,95,,,,,,,,,,,,,,,30,,80,,,80,,,,80,,,,,,,,,,,,90,,,,,45,,,,,,,,,,20,,,0,,,,,,,81,,,,,,,,90,,80,,,,81,,80,,,,,,,,,,,,,,,,,,85,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,40,,0,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,White,Male,Other
34,,,,,,,,,,,20,,,,,,,,,,,,30,,,,,93,,,,,,,,,20,,,,100,,,,,,,,,10,,,,,67,,,,72,,,,,,,,,,,,,,,,,100,,,100,,,,,,55,,,,70,,,,28,,0,,,,,,,,,,,,,,,,,,,,,100,,,90,,,,,,,,,19,,100,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,18,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,40,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,91,,,,,,90,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,75,,,0,,,,,,White,Male,Other
