0,1,2,3,4,5,6,7,8,9,10
0.112029126764474,0.06338019390413764,0.03800721836996551,0.1798980802274657,0.0629247798593518,0.07188011629175683,0.07414806217815124,0.26735432259601644,0.037310265466405215,0.04847777450940878,0.04459005983286686
0.11180587915629633,0.09343401168190552,0.09010062939420832,0.04670541877196333,0.059648295304348294,0.06182573784019536,0.11505112534942438,0.044563279857432296,0.07342340844499039,0.0960116667550978,0.20743054744413789
0.08506956624703856,0.2139328454610272,0.09275614839515348,0.11754941313583128,0.0935559116033618,0.10343739715227274,0.04941476875705692,0.051182445255084266,0.05444751078078227,0.060461830518597035,0.07819216269379443
0.07501969293234413,0.14849612456131506,0.08816484746659249,0.04324685738717138,0.04485432244535917,0.17387026585484555,0.053765147345617985,0.057369505839960575,0.14014109289971374,0.10691082959466752,0.06816131367241222
0.047824307031334404,0.07297471574063064,0.06910420649297862,0.06863175445631411,0.06340653535029146,0.13420382233101003,0.19249442768804997,0.12119241788254072,0.07153844058284778,0.09010135112972803,0.06852802131427436
0.0743838198514475,0.05450814554899747,0.06265782956869594,0.058985777829474347,0.2041149945252756,0.1383617580179464,0.05343412179206299,0.1154878868247222,0.05302547603067745,0.12283114954675825,0.0622090404639418
0.04984608779431299,0.05300281028148751,0.11664309602314729,0.032323370020906544,0.08497609750521459,0.10930226583669066,0.0952321226862167,0.04408866466639179,0.2334579240696333,0.07921136181505044,0.10191619930094802
0.08516225562733024,0.14187996115787416,0.06815175670662184,0.053485639567130906,0.1707817889452094,0.046860356138743085,0.10366506022815852,0.0815085637928357,0.07085113810325958,0.13008527936500883,0.04756820036782777
0.062487582503902496,0.09278740720949599,0.051966436028413464,0.0841296396685191,0.14261949415130445,0.18258132640237368,0.1511770186808667,0.0896631922681873,0.05246043728906653,0.047223771499356006,0.0429036942985143
0.046995223433759906,0.10288923857586622,0.12583167984982363,0.07101942993586882,0.06165796892573331,0.15020348995123442,0.104820132682804,0.11061549622111863,0.059767129446064826,0.08886856146023682,0.07733164951748946
